customer_id,snapshot_date,tenure_months,spend_last_30d,leaky_col,churned
c0128,2023-08-29,53,178.27,1,0
c0129,2023-08-29,41,30.2,1,0
c0130,2023-08-29,46,361.0,0,1
c0131,2023-08-29,36,170.93,0,0
c0132,2023-08-29,42,477.9,1,1
c0133,2023-08-29,16,301.74,0,0
c0134,2023-08-29,52,434.56,0,0
c0135,2023-08-29,16,109.55,0,1
c0136,2023-08-29,42,388.97,0,1
c0137,2023-08-29,6,94.42,1,0
c0138,2023-08-29,11,160.83,0,0
c0139,2023-08-29,48,179.61,1,0
c0140,2023-08-29,15,229.52,0,0
c0141,2023-08-29,20,112.75,1,1
c0142,2023-08-29,13,300.93,1,0
c0143,2023-08-29,41,455.13,0,0
c0144,2023-08-29,40,355.31,0,0
c0145,2023-08-29,7,113.39,1,0
c0146,2023-08-29,56,410.01,1,1
c0147,2023-08-29,59,35.55,0,0
c0148,2023-08-29,4,425.52,0,0
c0149,2023-08-29,57,241.51,1,0
c0000,2023-09-28,36,184.69,0,1
c0001,2023-09-28,51,290.06,1,0
c0002,2023-09-28,2,80.63,1,0
c0003,2023-09-28,4,223.2,1,0
c0004,2023-09-28,18,431.41,0,0
c0005,2023-09-28,57,431.27,1,0
c0006,2023-09-28,49,457.67,0,1
c0007,2023-09-28,30,321.92,0,1
c0008,2023-09-28,30,132.02,0,0
c0009,2023-09-28,39,100.52,0,0
c0010,2023-09-28,52,102.09,0,0
c0011,2023-09-28,58,195.69,1,0
c0012,2023-09-28,33,416.21,0,1
c0013,2023-09-28,44,168.9,1,1
c0014,2023-09-28,42,180.44,1,0
c0015,2023-09-28,34,89.2,0,0
c0016,2023-09-28,20,370.53,0,0
c0017,2023-09-28,43,39.85,1,0
c0018,2023-09-28,54,25.86,0,0
c0019,2023-09-28,30,258.42,0,0
c0020,2023-09-28,43,464.21,0,0
c0021,2023-09-28,14,45.36,0,0
c0022,2023-09-28,48,301.36,0,0
c0023,2023-09-28,55,324.69,1,0
c0024,2023-09-28,5,409.98,1,0
c0025,2023-09-28,5,401.92,0,0
c0026,2023-09-28,28,447.59,1,0
c0027,2023-09-28,25,148.84,1,0
c0028,2023-09-28,36,325.36,0,0
c0029,2023-09-28,9,79.92,0,1
c0030,2023-09-28,45,165.88,0,0
c0031,2023-09-28,53,331.24,1,0
c0032,2023-09-28,47,329.55,1,1
c0033,2023-09-28,25,161.78,0,0
c0034,2023-09-28,26,369.93,1,0
c0035,2023-09-28,46,304.92,0,0
c0036,2023-09-28,39,496.05,0,1
c0037,2023-09-28,41,388.81,0,0
c0038,2023-09-28,20,325.78,0,0
c0039,2023-09-28,21,60.31,0,0
c0040,2023-09-28,45,466.91,1,0
c0041,2023-09-28,10,39.99,0,0
c0042,2023-09-28,11,144.58,1,0
c0043,2023-09-28,25,306.05,0,1
c0044,2023-09-28,14,65.85,0,0
c0045,2023-09-28,47,375.72,0,0
c0046,2023-09-28,15,290.44,0,1
c0047,2023-09-28,19,365.27,0,0
c0048,2023-09-28,46,116.23,1,0
c0049,2023-09-28,12,384.5,1,0
c0050,2023-09-28,11,128.89,1,0
c0051,2023-09-28,11,222.71,0,0
c0052,2023-09-28,37,48.25,0,0
c0053,2023-09-28,26,195.33,0,0
c0054,2023-09-28,20,37.19,0,0
c0055,2023-09-28,37,133.63,1,0
c0056,2023-09-28,55,364.62,0,1
c0057,2023-09-28,5,498.85,1,0
c0058,2023-09-28,58,297.02,0,0
c0059,2023-09-28,7,352.2,0,0
c0060,2023-09-28,27,67.94,1,1
c0061,2023-09-28,7,463.23,1,0
c0062,2023-09-28,11,109.53,1,1
c0063,2023-09-28,56,128.7,1,0
c0064,2023-09-28,56,284.01,0,0
c0065,2023-09-28,18,479.87,1,0
c0066,2023-09-28,18,65.09,1,1
c0067,2023-09-28,24,347.71,1,0
c0068,2023-09-28,58,93.4,1,0
c0069,2023-09-28,52,121.51,1,0
c0070,2023-09-28,37,49.15,0,0
c0071,2023-09-28,44,5.4,1,0
c0072,2023-09-28,3,479.29,1,0
c0073,2023-09-28,3,233.77,1,1
c0074,2023-09-28,1,48.02,0,0
c0075,2023-09-28,56,415.33,1,0
c0076,2023-09-28,11,447.81,1,0
c0077,2023-09-28,34,346.55,1,0
c0078,2023-09-28,39,43.01,1,0
c0079,2023-09-28,7,56.56,1,1
c0080,2023-09-28,5,44.65,1,1
c0081,2023-09-28,11,282.71,1,0
c0082,2023-09-28,18,37.24,1,0
c0083,2023-09-28,13,494.63,1,0
c0084,2023-09-28,59,164.05,1,0
c0085,2023-09-28,14,400.08,0,0
c0086,2023-09-28,36,498.79,1,0
c0087,2023-09-28,29,44.08,0,0
c0088,2023-09-28,14,19.66,1,0
c0089,2023-09-28,5,415.23,1,0
c0090,2023-09-28,27,58.99,0,1
c0091,2023-09-28,39,163.49,0,0
c0092,2023-09-28,41,471.49,0,0
c0093,2023-09-28,42,86.37,0,0
c0094,2023-09-28,41,167.54,0,0
c0095,2023-09-28,6,43.33,1,0
c0096,2023-09-28,38,98.13,1,0
c0097,2023-09-28,10,85.52,0,0
c0098,2023-09-28,26,431.8,1,0
c0099,2023-09-28,5,189.99,0,0
c0100,2023-09-28,55,339.05,1,0
c0101,2023-09-28,59,290.76,1,0
c0102,2023-09-28,51,114.03,1,0
c0103,2023-09-28,45,367.02,1,0
c0104,2023-09-28,45,201.96,1,0
c0105,2023-09-28,24,62.2,1,0
c0106,2023-09-28,51,441.2,1,0
c0107,2023-09-28,26,223.72,1,1
c0108,2023-09-28,48,290.79,1,1
c0109,2023-09-28,44,297.18,0,0
c0110,2023-09-28,23,150.41,0,1
c0111,2023-09-28,2,357.91,1,0
c0112,2023-09-28,6,456.54,1,0
c0113,2023-09-28,50,222.93,1,1
c0114,2023-09-28,9,402.23,1,0
c0115,2023-09-28,14,28.85,1,0
c0116,2023-09-28,49,51.62,0,0
c0117,2023-09-28,59,160.31,0,0
c0118,2023-09-28,53,185.41,0,0
c0119,2023-09-28,57,491.7,1,0
c0120,2023-09-28,45,318.14,0,0
c0121,2023-09-28,23,309.99,0,0
c0122,2023-09-28,42,15.69,1,0
c0123,2023-09-28,18,47.84,0,0
c0124,2023-09-28,15,250.97,1,1
c0125,2023-09-28,6,99.24,0,0
c0126,2023-09-28,31,421.64,1,1
c0127,2023-09-28,33,64.79,0,0
c0128,2023-09-28,14,382.6,1,0
c0129,2023-09-28,48,454.27,1,1
c0130,2023-09-28,21,207.89,1,0
c0131,2023-09-28,29,210.34,1,1
c0132,2023-09-28,49,253.29,1,0
c0133,2023-09-28,54,449.75,1,0
c0134,2023-09-28,56,88.86,0,0
c0135,2023-09-28,29,349.72,0,0
c0136,2023-09-28,11,480.54,0,0
c0137,2023-09-28,8,307.93,1,0
c0138,2023-09-28,37,274.01,0,0
c0139,2023-09-28,19,109.75,1,0
c0140,2023-09-28,16,348.86,1,0
c0141,2023-09-28,9,20.6,0,0
c0142,2023-09-28,55,407.77,0,0
c0143,2023-09-28,11,299.0,0,0
c0144,2023-09-28,47,30.75,1,0
c0145,2023-09-28,10,150.71,0,0
c0146,2023-09-28,6,319.77,1,0
c0147,2023-09-28,45,286.72,1,0
c0148,2023-09-28,14,475.43,0,1
c0149,2023-09-28,20,322.84,0,0
